"palabra"	"sentimiento"	"lexicon"	"valor"
"asombrosamente"	"positivo"	"bing"	NA
"áspero"	"negativo"	"bing"	NA
"aspiración"	"positivo"	"bing"	NA
"aspirar"	"positivo"	"bing"	NA
"asqueroso"	"negativo"	"bing"	NA
"astuto"	"negativo"	"bing"	NA
"asustar"	"negativo"	"bing"	NA
"atacar"	"negativo"	"bing"	NA
"ataque"	"negativo"	"bing"	NA
"atento"	"positivo"	"bing"	NA
"aterrorizar"	"negativo"	"bing"	NA
"atestiguar"	"positivo"	"bing"	NA
"atracción"	"positivo"	"bing"	NA
"atractivo"	"positivo"	"bing"	NA
"atrasado"	"negativo"	"bing"	NA
"atrevido"	"negativo"	"bing"	NA
"atrocidad"	"negativo"	"bing"	NA
"atrofia"	"negativo"	"bing"	NA
"atropello"	"negativo"	"bing"	NA
"atroz"	"negativo"	"bing"	NA
"aturdida"	"negativo"	"bing"	NA
"aturdido"	"positivo"	"bing"	NA
"aturdimiento"	"negativo"	"bing"	NA
"audacia"	"negativo"	"bing"	NA
"audaz"	"negativo"	"bing"	NA
"audible"	"positivo"	"bing"	NA
"ausencia"	"negativo"	"bing"	NA
"ausente"	"negativo"	"bing"	NA
"austero"	"negativo"	"bing"	NA
"auténtico"	"positivo"	"bing"	NA
"autocrático"	"negativo"	"bing"	NA
"autoritario"	"positivo"	"bing"	NA
"autorizar"	"positivo"	"bing"	NA
"avalancha"	"negativo"	"bing"	NA
"avanzado"	"positivo"	"bing"	NA
"avaricia"	"negativo"	"bing"	NA
"aventurero"	"positivo"	"bing"	NA
"avergonzado"	"negativo"	"bing"	NA
"avergonzar"	"negativo"	"bing"	NA
"avería"	"negativo"	"bing"	NA
"aversión"	"negativo"	"bing"	NA
"ávido"	"positivo"	"bing"	NA
"avivar"	"positivo"	"bing"	NA
"ay"	"negativo"	"bing"	NA
"azotar"	"negativo"	"bing"	NA
"azote"	"negativo"	"bing"	NA
"azufre"	"negativo"	"bing"	NA
"babosa"	"negativo"	"bing"	NA
"bajista"	"negativo"	"bing"	NA
"balbuceo"	"negativo"	"bing"	NA
"barato"	"negativo"	"bing"	NA
"bárbaro"	"negativo"	"bing"	NA
"bastante"	"positivo"	"bing"	NA
"bastardo"	"negativo"	"bing"	NA
"basura"	"negativo"	"bing"	NA
"belicoso"	"negativo"	"bing"	NA
"beligerante"	"negativo"	"bing"	NA
"bella"	"positivo"	"bing"	NA
"belleza"	"positivo"	"bing"	NA
"bendecir"	"positivo"	"bing"	NA
"bendición"	"positivo"	"bing"	NA
"benefactor"	"positivo"	"bing"	NA
"beneficiario"	"positivo"	"bing"	NA
"beneficio"	"positivo"	"bing"	NA
"beneficioso"	"positivo"	"bing"	NA
"benevolencia"	"positivo"	"bing"	NA
"bestial"	"negativo"	"bing"	NA
"blasfemia"	"negativo"	"bing"	NA
"blasfemo"	"negativo"	"bing"	NA
"bofetada"	"negativo"	"bing"	NA
"boicot"	"negativo"	"bing"	NA
"boicotear"	"negativo"	"bing"	NA
"bomba"	"negativo"	"bing"	NA
"bombardear"	"negativo"	"bing"	NA
"bombardeo"	"negativo"	"bing"	NA
"bombo"	"negativo"	"bing"	NA
"bondad"	"positivo"	"bing"	NA
"bonito"	"positivo"	"bing"	NA
"borracho"	"negativo"	"bing"	NA
"borrar"	"negativo"	"bing"	NA
"borrón"	"negativo"	"bing"	NA
"borroso"	"negativo"	"bing"	NA
"bostezo"	"negativo"	"bing"	NA
"botín"	"negativo"	"bing"	NA
"bravata"	"negativo"	"bing"	NA
"bribón"	"negativo"	"bing"	NA
"brillante"	"positivo"	"bing"	NA
"brillar"	"positivo"	"bing"	NA
"brillo"	"negativo"	"bing"	NA
"brisa"	"positivo"	"bing"	NA
"broma"	"negativo"	"bing"	NA
"brote"	"negativo"	"bing"	NA
"brumoso"	"negativo"	"bing"	NA
"brusco"	"negativo"	"bing"	NA
"brutal"	"negativo"	"bing"	NA
"brutalidad"	"negativo"	"bing"	NA
"bruto"	"negativo"	"bing"	NA
"bueno"	"positivo"	"bing"	NA
"bullicioso"	"negativo"	"bing"	NA
"burla"	"negativo"	"bing"	NA
"burlarse"	"negativo"	"bing"	NA
"burlón"	"negativo"	"bing"	NA
"busto"	"negativo"	"bing"	NA
"caballería"	"positivo"	"bing"	NA
"cables"	"positivo"	"bing"	NA
"caducado"	"negativo"	"bing"	NA
"caducar"	"negativo"	"bing"	NA
"caer"	"negativo"	"bing"	NA
"caída"	"negativo"	"bing"	NA
"calambre"	"negativo"	"bing"	NA
"calamidad"	"negativo"	"bing"	NA
"calamitoso"	"negativo"	"bing"	NA
"calesa"	"negativo"	"bing"	NA
"caliente"	"positivo"	"bing"	NA
"calificado"	"positivo"	"bing"	NA
"calificar"	"positivo"	"bing"	NA
"calloso"	"negativo"	"bing"	NA
"calma"	"negativo"	"bing"	NA
"calmar"	"positivo"	"bing"	NA
"calumnia"	"negativo"	"bing"	NA
"calumnioso"	"negativo"	"bing"	NA
"camarilla"	"negativo"	"bing"	NA
"campeón"	"positivo"	"bing"	NA
"canalla"	"negativo"	"bing"	NA
"canalón"	"negativo"	"bing"	NA
"cáncer"	"negativo"	"bing"	NA
"caníbal"	"negativo"	"bing"	NA
"cansado"	"negativo"	"bing"	NA
"cansancio"	"negativo"	"bing"	NA
"caos"	"negativo"	"bing"	NA
"caótico"	"negativo"	"bing"	NA
"capacidad"	"positivo"	"bing"	NA
"capaz"	"positivo"	"bing"	NA
"caprichoso"	"negativo"	"bing"	NA
"carente"	"negativo"	"bing"	NA
"carga"	"negativo"	"bing"	NA
"caricatura"	"negativo"	"bing"	NA
"caritativo"	"positivo"	"bing"	NA
"carnicería"	"negativo"	"bing"	NA
"carnicero"	"negativo"	"bing"	NA
"caro"	"negativo"	"bing"	NA
"carril"	"negativo"	"bing"	NA
"castigar"	"negativo"	"bing"	NA
"castigo"	"negativo"	"bing"	NA
"catástrofe"	"negativo"	"bing"	NA
"cauteloso"	"negativo"	"bing"	NA
"cautivador"	"positivo"	"bing"	NA
"cautivar"	"positivo"	"bing"	NA
"cazuela"	"negativo"	"bing"	NA
"cebo"	"negativo"	"bing"	NA
"celebración"	"positivo"	"bing"	NA
"célebre"	"positivo"	"bing"	NA
"celestial"	"positivo"	"bing"	NA
"celo"	"positivo"	"bing"	NA
"celos"	"negativo"	"bing"	NA
"celoso"	"negativo"	"bing"	NA
"cenit"	"positivo"	"bing"	NA
"censura"	"negativo"	"bing"	NA
"ceño"	"negativo"	"bing"	NA
"cercar"	"negativo"	"bing"	NA
"cerco"	"negativo"	"bing"	NA
"cerda"	"negativo"	"bing"	NA
"cerdo"	"negativo"	"bing"	NA
"chantaje"	"negativo"	"bing"	NA
"charla"	"negativo"	"bing"	NA
"chichón"	"negativo"	"bing"	NA
"chillido"	"negativo"	"bing"	NA
"chirrido"	"negativo"	"bing"	NA
"chismes"	"negativo"	"bing"	NA
"chiste"	"negativo"	"bing"	NA
"choque"	"negativo"	"bing"	NA
"chorro"	"positivo"	"bing"	NA
"chupar"	"negativo"	"bing"	NA
"cicatriz"	"negativo"	"bing"	NA
"ciego"	"negativo"	"bing"	NA
"ciertamente"	"positivo"	"bing"	NA
"citación"	"negativo"	"bing"	NA
"civilidad"	"positivo"	"bing"	NA
"clamor"	"negativo"	"bing"	NA
"claridad"	"positivo"	"bing"	NA
"clásico"	"positivo"	"bing"	NA
"coactivo"	"negativo"	"bing"	NA
"cobarde"	"negativo"	"bing"	NA
"cobertura"	"negativo"	"bing"	NA
"codicia"	"negativo"	"bing"	NA
"codicioso"	"negativo"	"bing"	NA
"coerción"	"negativo"	"bing"	NA
"coherencia"	"positivo"	"bing"	NA
"coherente"	"positivo"	"bing"	NA
"cohesivo"	"positivo"	"bing"	NA
"cojear"	"negativo"	"bing"	NA
"colapso"	"negativo"	"bing"	NA
"colusión"	"negativo"	"bing"	NA
"combativo"	"negativo"	"bing"	NA
"cómico"	"negativo"	"bing"	NA
"comodidad"	"positivo"	"bing"	NA
"comodín"	"negativo"	"bing"	NA
"compacto"	"positivo"	"bing"	NA
"compasión"	"positivo"	"bing"	NA
"compasivo"	"positivo"	"bing"	NA
"compatible"	"positivo"	"bing"	NA
"competente"	"positivo"	"bing"	NA
"competitivo"	"positivo"	"bing"	NA
"complacer"	"negativo"	"bing"	NA
"complaciente"	"negativo"	"bing"	NA
"complejo"	"negativo"	"bing"	NA
"complementario"	"positivo"	"bing"	NA
"complemento"	"positivo"	"bing"	NA
"complicación"	"negativo"	"bing"	NA
"complicado"	"negativo"	"bing"	NA
"comprensión"	"positivo"	"bing"	NA
"comprensivo"	"positivo"	"bing"	NA
"compulsión"	"negativo"	"bing"	NA
"concesión"	"negativo"	"bing"	NA
"concienzudo"	"positivo"	"bing"	NA
"conciliar"	"positivo"	"bing"	NA
"conciso"	"positivo"	"bing"	NA
"condenación"	"negativo"	"bing"	NA
"condenado"	"negativo"	"bing"	NA
"condenar"	"negativo"	"bing"	NA
"condescendencia"	"negativo"	"bing"	NA
"condescendiente"	"negativo"	"bing"	NA
"conducir"	"positivo"	"bing"	NA
"confesar"	"negativo"	"bing"	NA
"confesión"	"negativo"	"bing"	NA
"confesiones"	"negativo"	"bing"	NA
"confianza"	"positivo"	"bing"	NA
"confiar"	"positivo"	"bing"	NA
"confinado"	"negativo"	"bing"	NA
"conflicto"	"negativo"	"bing"	NA
"confrontar"	"negativo"	"bing"	NA
"confundido"	"negativo"	"bing"	NA
"confundir"	"negativo"	"bing"	NA
"confusión"	"negativo"	"bing"	NA
"confuso"	"negativo"	"bing"	NA
"congelación"	"negativo"	"bing"	NA
"congelado"	"negativo"	"bing"	NA
"congelar"	"negativo"	"bing"	NA
"congestión"	"negativo"	"bing"	NA
"congratulatorio"	"positivo"	"bing"	NA
"conmoción"	"negativo"	"bing"	NA
"conmovedor"	"positivo"	"bing"	NA
"conservador"	"negativo"	"bing"	NA
"consideración"	"positivo"	"bing"	NA
"considerado"	"positivo"	"bing"	NA
"consistente"	"positivo"	"bing"	NA
"conspicuo"	"negativo"	"bing"	NA
"conspiración"	"negativo"	"bing"	NA
"conspirador"	"negativo"	"bing"	NA
"conspirar"	"negativo"	"bing"	NA
"consternación"	"negativo"	"bing"	NA
"consuelo"	"positivo"	"bing"	NA
"consumado"	"positivo"	"bing"	NA
"contagioso"	"negativo"	"bing"	NA
"contaminación"	"negativo"	"bing"	NA
"contaminado"	"negativo"	"bing"	NA
"contaminar"	"negativo"	"bing"	NA
"contención"	"negativo"	"bing"	NA
"contencioso"	"negativo"	"bing"	NA
"contento"	"positivo"	"bing"	NA
"continuidad"	"positivo"	"bing"	NA
"contradecir"	"negativo"	"bing"	NA
"contradicción"	"negativo"	"bing"	NA
"contradictorio"	"negativo"	"bing"	NA
"contrario"	"negativo"	"bing"	NA
"controversia"	"negativo"	"bing"	NA
"contusión"	"negativo"	"bing"	NA
"conveniencia"	"positivo"	"bing"	NA
"conveniente"	"positivo"	"bing"	NA
"convincente"	"positivo"	"bing"	NA
"convulsión"	"negativo"	"bing"	NA
"cooperativa"	"positivo"	"bing"	NA
"coquetear"	"negativo"	"bing"	NA
"coraje"	"positivo"	"bing"	NA
"cordial"	"positivo"	"bing"	NA
"cordialmente"	"positivo"	"bing"	NA
"correctamente"	"positivo"	"bing"	NA
"corrosión"	"negativo"	"bing"	NA
"corrosivo"	"negativo"	"bing"	NA
"corrupción"	"negativo"	"bing"	NA
"corrupto"	"negativo"	"bing"	NA
"corruptora"	"negativo"	"bing"	NA
"cortar"	"negativo"	"bing"	NA
"cortejar"	"positivo"	"bing"	NA
"cortés"	"positivo"	"bing"	NA
"cortesía"	"positivo"	"bing"	NA
"cosquillas"	"positivo"	"bing"	NA
"costoso"	"negativo"	"bing"	NA
"cotilleo"	"negativo"	"bing"	NA
"cotilleos"	"negativo"	"bing"	NA
"creativo"	"positivo"	"bing"	NA
"crédito"	"positivo"	"bing"	NA
"crédulo"	"negativo"	"bing"	NA
"creíble"	"positivo"	"bing"	NA
"cría"	"negativo"	"bing"	NA
"crimen"	"negativo"	"bing"	NA
"criminal"	"negativo"	"bing"	NA
"crisis"	"negativo"	"bing"	NA
"crítica"	"negativo"	"bing"	NA
"criticar"	"negativo"	"bing"	NA
"crítico"	"negativo"	"bing"	NA
"crónico"	"negativo"	"bing"	NA
"crudo"	"negativo"	"bing"	NA
"cruel"	"negativo"	"bing"	NA
"crueldad"	"negativo"	"bing"	NA
"crujiente"	"negativo"	"bing"	NA
"cuchillo"	"negativo"	"bing"	NA
"cuerdo"	"positivo"	"bing"	NA
"cuestionable"	"negativo"	"bing"	NA
"cueva"	"negativo"	"bing"	NA
"culo"	"negativo"	"bing"	NA
"culpa"	"negativo"	"bing"	NA
"culpable"	"negativo"	"bing"	NA
"culpar"	"negativo"	"bing"	NA
"cumplido"	"positivo"	"bing"	NA
"cumplimiento"	"positivo"	"bing"	NA
"cuña"	"negativo"	"bing"	NA
"curandero"	"negativo"	"bing"	NA
"curtido"	"negativo"	"bing"	NA
"dados"	"negativo"	"bing"	NA
"daño"	"negativo"	"bing"	NA
"debacle"	"negativo"	"bing"	NA
"débil"	"negativo"	"bing"	NA
"debilidad"	"negativo"	"bing"	NA
"decaimiento"	"negativo"	"bing"	NA
"decencia"	"positivo"	"bing"	NA
"decente"	"positivo"	"bing"	NA
"decepción"	"negativo"	"bing"	NA
"decepcionado"	"negativo"	"bing"	NA
"decepcionante"	"negativo"	"bing"	NA
"decepcionar"	"negativo"	"bing"	NA
"decisivo"	"positivo"	"bing"	NA
"declinante"	"negativo"	"bing"	NA
"decremento"	"negativo"	"bing"	NA
"decrépito"	"negativo"	"bing"	NA
"defecto"	"negativo"	"bing"	NA
"defectuoso"	"negativo"	"bing"	NA
"defensiva"	"negativo"	"bing"	NA
"defensor"	"positivo"	"bing"	NA
"deferencia"	"positivo"	"bing"	NA
"deficiencia"	"negativo"	"bing"	NA
"deflector"	"negativo"	"bing"	NA
"deformado"	"negativo"	"bing"	NA
"deformar"	"negativo"	"bing"	NA
"degeneración"	"negativo"	"bing"	NA
"degenerado"	"negativo"	"bing"	NA
"degollador"	"negativo"	"bing"	NA
"degollar"	"negativo"	"bing"	NA
"degradación"	"negativo"	"bing"	NA
"degradante"	"negativo"	"bing"	NA
"degradar"	"negativo"	"bing"	NA
"deleite"	"positivo"	"bing"	NA
"delicadeza"	"positivo"	"bing"	NA
"delicioso"	"positivo"	"bing"	NA
"delincuencia"	"negativo"	"bing"	NA
"delincuente"	"negativo"	"bing"	NA
"delirante"	"negativo"	"bing"	NA
"delirio"	"negativo"	"bing"	NA
"demacrado"	"negativo"	"bing"	NA
"demandar"	"negativo"	"bing"	NA
"demente"	"negativo"	"bing"	NA
"demoler"	"negativo"	"bing"	NA
"demoníaco"	"negativo"	"bing"	NA
"demonio"	"negativo"	"bing"	NA
"denso"	"negativo"	"bing"	NA
"dentado"	"negativo"	"bing"	NA
"denuncia"	"negativo"	"bing"	NA
"denunciar"	"negativo"	"bing"	NA
"deplorable"	"negativo"	"bing"	NA
"deplorablemente"	"negativo"	"bing"	NA
"deplorar"	"negativo"	"bing"	NA
"depósito"	"negativo"	"bing"	NA
"depravado"	"negativo"	"bing"	NA
"depredador"	"negativo"	"bing"	NA
"depresión"	"negativo"	"bing"	NA
"deprimente"	"negativo"	"bing"	NA
"deprimido"	"negativo"	"bing"	NA
"deprimir"	"negativo"	"bing"	NA
"derribar"	"negativo"	"bing"	NA
"derrocamiento"	"negativo"	"bing"	NA
"derrota"	"positivo"	"bing"	NA
"derrotado"	"positivo"	"bing"	NA
"desacreditar"	"negativo"	"bing"	NA
"desacuerdo"	"negativo"	"bing"	NA
"desafecto"	"negativo"	"bing"	NA
"desafiante"	"negativo"	"bing"	NA
"desafiar"	"negativo"	"bing"	NA
"desafío"	"negativo"	"bing"	NA
"desafortunado"	"negativo"	"bing"	NA
"desagradable"	"negativo"	"bing"	NA
"desagradecido"	"negativo"	"bing"	NA
"desagrado"	"negativo"	"bing"	NA
"desalentar"	"negativo"	"bing"	NA
"desaliento"	"negativo"	"bing"	NA
"desamparado"	"negativo"	"bing"	NA
"desapercibido"	"negativo"	"bing"	NA
"desaprensivo"	"negativo"	"bing"	NA
"desaprobación"	"negativo"	"bing"	NA
"desaprobar"	"negativo"	"bing"	NA
"desaprovechado"	"negativo"	"bing"	NA
"desarmar"	"negativo"	"bing"	NA
"desastre"	"negativo"	"bing"	NA
"desastroso"	"negativo"	"bing"	NA
"descanso"	"positivo"	"bing"	NA
"descarado"	"negativo"	"bing"	NA
"desconcertado"	"negativo"	"bing"	NA
"desconcierto"	"negativo"	"bing"	NA
"desconfianza"	"negativo"	"bing"	NA
"desconocido"	"negativo"	"bing"	NA
"desconsiderado"	"negativo"	"bing"	NA
"descontento"	"negativo"	"bing"	NA
"descorazonador"	"negativo"	"bing"	NA
"descortés"	"negativo"	"bing"	NA
"descreer"	"negativo"	"bing"	NA
"descuidado"	"negativo"	"bing"	NA
"descuido"	"negativo"	"bing"	NA
"desdén"	"negativo"	"bing"	NA
"desdeñoso"	"negativo"	"bing"	NA
"deseable"	"positivo"	"bing"	NA
"deseante"	"positivo"	"bing"	NA
"desempleados"	"negativo"	"bing"	NA
"deseoso"	"positivo"	"bing"	NA
"deserción"	"negativo"	"bing"	NA
"deservicio"	"negativo"	"bing"	NA
"desesperación"	"negativo"	"bing"	NA
"desesperado"	"negativo"	"bing"	NA
"desfallecer"	"negativo"	"bing"	NA
"desfavorable"	"negativo"	"bing"	NA
"desfigurar"	"negativo"	"bing"	NA
"desgraciado"	"negativo"	"bing"	NA
"deshonestidad"	"negativo"	"bing"	NA
"deshonesto"	"negativo"	"bing"	NA
"deshonor"	"negativo"	"bing"	NA
"deshonrado"	"negativo"	"bing"	NA
"deshonroso"	"negativo"	"bing"	NA
"desierto"	"negativo"	"bing"	NA
"desigual"	"negativo"	"bing"	NA
"desigualdad"	"negativo"	"bing"	NA
"desilusión"	"negativo"	"bing"	NA
"desinformado"	"negativo"	"bing"	NA
"desintegración"	"negativo"	"bing"	NA
"desintegrarse"	"negativo"	"bing"	NA
"desinteresado"	"negativo"	"bing"	NA
"desleal"	"negativo"	"bing"	NA
"deslucido"	"negativo"	"bing"	NA
"deslumbramiento"	"negativo"	"bing"	NA
"deslumbrante"	"positivo"	"bing"	NA
"deslumbrar"	"positivo"	"bing"	NA
"desmañado"	"negativo"	"bing"	NA
"desmoronamiento"	"negativo"	"bing"	NA
"desobedecer"	"negativo"	"bing"	NA
"desobediencia"	"negativo"	"bing"	NA
"desobediente"	"negativo"	"bing"	NA
"desorden"	"negativo"	"bing"	NA
"desordenado"	"negativo"	"bing"	NA
"desorganización"	"negativo"	"bing"	NA
"desorganizado"	"negativo"	"bing"	NA
"despacio"	"negativo"	"bing"	NA
"despecho"	"negativo"	"bing"	NA
"despectivo"	"negativo"	"bing"	NA
"despiadado"	"negativo"	"bing"	NA
"desplazado"	"negativo"	"bing"	NA
"desplazar"	"negativo"	"bing"	NA
"despojado"	"negativo"	"bing"	NA
"despótico"	"negativo"	"bing"	NA
"despotismo"	"negativo"	"bing"	NA
"despotricar"	"negativo"	"bing"	NA
"despreciable"	"negativo"	"bing"	NA
"despreciar"	"negativo"	"bing"	NA
"desprecio"	"negativo"	"bing"	NA
"desprevenida"	"negativo"	"bing"	NA
"desprevenido"	"negativo"	"bing"	NA
"desterrar"	"negativo"	"bing"	NA
"destierro"	"negativo"	"bing"	NA
"destino"	"positivo"	"bing"	NA
"destrucción"	"negativo"	"bing"	NA
"destructivo"	"negativo"	"bing"	NA
"destructor"	"negativo"	"bing"	NA
"desvarío"	"negativo"	"bing"	NA
"desventaja"	"negativo"	"bing"	NA
"desvergonzado"	"negativo"	"bing"	NA
"desviación"	"negativo"	"bing"	NA
"desviarse"	"negativo"	"bing"	NA
"deteriorado"	"negativo"	"bing"	NA
"deteriorarse"	"negativo"	"bing"	NA
"deterioro"	"negativo"	"bing"	NA
"detestar"	"negativo"	"bing"	NA
"detraer"	"negativo"	"bing"	NA
"detrimento"	"negativo"	"bing"	NA
"deuda"	"negativo"	"bing"	NA
"devastación"	"negativo"	"bing"	NA
"devastador"	"negativo"	"bing"	NA
"devastar"	"negativo"	"bing"	NA
"devoto"	"positivo"	"bing"	NA
"diablo"	"negativo"	"bing"	NA
"diabólico"	"negativo"	"bing"	NA
"diatriba"	"negativo"	"bing"	NA
"dichoso"	"positivo"	"bing"	NA
"dictador"	"negativo"	"bing"	NA
"dictatorial"	"negativo"	"bing"	NA
"difamación"	"negativo"	"bing"	NA
"difamatorio"	"negativo"	"bing"	NA
"difícil"	"negativo"	"bing"	NA
"dificultad"	"negativo"	"bing"	NA
"dificultades"	"negativo"	"bing"	NA
"difunto"	"negativo"	"bing"	NA
"dignidad"	"positivo"	"bing"	NA
"digno"	"positivo"	"bing"	NA
"dilación"	"negativo"	"bing"	NA
"dilema"	"negativo"	"bing"	NA
"diligencia"	"positivo"	"bing"	NA
"diligente"	"positivo"	"bing"	NA
"diluvio"	"negativo"	"bing"	NA
"dinámica"	"positivo"	"bing"	NA
"diplomático"	"positivo"	"bing"	NA
"dirección"	"positivo"	"bing"	NA
"discapacitado"	"negativo"	"bing"	NA
"discontinuidad"	"negativo"	"bing"	NA
"discontinuo"	"negativo"	"bing"	NA
"discorde"	"negativo"	"bing"	NA
"discordia"	"negativo"	"bing"	NA
"discrepar"	"negativo"	"bing"	NA
"discriminación"	"negativo"	"bing"	NA
"discriminar"	"negativo"	"bing"	NA
"discutible"	"negativo"	"bing"	NA
"discutidor"	"negativo"	"bing"	NA
"disensión"	"negativo"	"bing"	NA
"disfrutando"	"positivo"	"bing"	NA
"disfrutar"	"positivo"	"bing"	NA
"disgustado"	"negativo"	"bing"	NA
"disgusto"	"negativo"	"bing"	NA
"disidencia"	"negativo"	"bing"	NA
"disidente"	"negativo"	"bing"	NA
"dislocado"	"negativo"	"bing"	NA
"disminución"	"negativo"	"bing"	NA
"disolución"	"negativo"	"bing"	NA
"disonancia"	"negativo"	"bing"	NA
"disparate"	"negativo"	"bing"	NA
"dispendioso"	"negativo"	"bing"	NA
"disposición"	"positivo"	"bing"	NA
"disputa"	"negativo"	"bing"	NA
"distanciado"	"negativo"	"bing"	NA
"distinción"	"positivo"	"bing"	NA
"distinguido"	"positivo"	"bing"	NA
"distintivo"	"positivo"	"bing"	NA
"distorsión"	"negativo"	"bing"	NA
"distorsionado"	"negativo"	"bing"	NA
"distracción"	"negativo"	"bing"	NA
"distraer"	"negativo"	"bing"	NA
"disturbios"	"negativo"	"bing"	NA
"disuadir"	"negativo"	"bing"	NA
"divergente"	"negativo"	"bing"	NA
"diversificado"	"positivo"	"bing"	NA
"diverso"	"negativo"	"bing"	NA
"divertido"	"positivo"	"bing"	NA
"divertir"	"positivo"	"bing"	NA
"divino"	"positivo"	"bing"	NA
"división"	"negativo"	"bing"	NA
"doblado"	"negativo"	"bing"	NA
"dócil"	"positivo"	"bing"	NA
"dogmático"	"negativo"	"bing"	NA
"dolor"	"negativo"	"bing"	NA
"dolorosamente"	"negativo"	"bing"	NA
"doloroso"	"negativo"	"bing"	NA
"dominar"	"negativo"	"bing"	NA
"dorado"	"positivo"	"bing"	NA
"dotado"	"positivo"	"bing"	NA
"drástico"	"negativo"	"bing"	NA
"drenar"	"negativo"	"bing"	NA
"duda"	"negativo"	"bing"	NA
"dudoso"	"negativo"	"bing"	NA
"duelo"	"negativo"	"bing"	NA
"dulce"	"positivo"	"bing"	NA
"dulzura"	"positivo"	"bing"	NA
"durable"	"positivo"	"bing"	NA
"duro"	"positivo"	"bing"	NA
"ebullición"	"negativo"	"bing"	NA
"eclipsar"	"negativo"	"bing"	NA
"económico"	"positivo"	"bing"	NA
"educado"	"positivo"	"bing"	NA
"eficaz"	"positivo"	"bing"	NA
"eficiente"	"positivo"	"bing"	NA
"efigie"	"negativo"	"bing"	NA
"efusión"	"positivo"	"bing"	NA
"egoísmo"	"negativo"	"bing"	NA
"egoísta"	"negativo"	"bing"	NA
"ególatra"	"negativo"	"bing"	NA
"ejemplar"	"positivo"	"bing"	NA
"elegancia"	"positivo"	"bing"	NA
"elegante"	"positivo"	"bing"	NA
"elevar"	"positivo"	"bing"	NA
"eliminación"	"negativo"	"bing"	NA
"élite"	"positivo"	"bing"	NA
"elocuencia"	"positivo"	"bing"	NA
"elocuente"	"negativo"	"bing"	NA
"elogiar"	"positivo"	"bing"	NA
"embarazoso"	"negativo"	"bing"	NA
"embate"	"negativo"	"bing"	NA
"embellecer"	"positivo"	"bing"	NA
"emboscada"	"negativo"	"bing"	NA
"embotado"	"negativo"	"bing"	NA
"embrollado"	"negativo"	"bing"	NA
"embrollo"	"negativo"	"bing"	NA
"embromar"	"negativo"	"bing"	NA
"emergencia"	"negativo"	"bing"	NA
"eminencia"	"positivo"	"bing"	NA
"eminente"	"positivo"	"bing"	NA
"emoción"	"positivo"	"bing"	NA
"emocionado"	"positivo"	"bing"	NA
"emocionante"	"positivo"	"bing"	NA
"empañar"	"negativo"	"bing"	NA
"empatía"	"positivo"	"bing"	NA
"empeoramiento"	"negativo"	"bing"	NA
"empequeñecer"	"negativo"	"bing"	NA
"empinado"	"negativo"	"bing"	NA
"emprendedor"	"positivo"	"bing"	NA
"enajenar"	"negativo"	"bing"	NA
"enano"	"negativo"	"bing"	NA
"encallado"	"negativo"	"bing"	NA
"encantado"	"positivo"	"bing"	NA
"Encantado"	"positivo"	"bing"	NA
"encantador"	"positivo"	"bing"	NA
"encantar"	"positivo"	"bing"	NA
"encanto"	"positivo"	"bing"	NA
"encarcelamiento"	"negativo"	"bing"	NA
"encarcelar"	"negativo"	"bing"	NA
"encogerse"	"negativo"	"bing"	NA
"enderezar"	"positivo"	"bing"	NA
"endeudado"	"positivo"	"bing"	NA
"endoso"	"positivo"	"bing"	NA
"endulzar"	"positivo"	"bing"	NA
"endurecer"	"negativo"	"bing"	NA
"enemigo"	"negativo"	"bing"	NA
"enemistad"	"negativo"	"bing"	NA
"energético"	"positivo"	"bing"	NA
"enérgico"	"positivo"	"bing"	NA
"enfático"	"negativo"	"bing"	NA
"enfermedad"	"negativo"	"bing"	NA
"enfermizo"	"negativo"	"bing"	NA
"enfermo"	"negativo"	"bing"	NA
"engañar"	"negativo"	"bing"	NA
"engaño"	"negativo"	"bing"	NA
"engañoso"	"negativo"	"bing"	NA
"engreído"	"negativo"	"bing"	NA
"engreimiento"	"negativo"	"bing"	NA
"enjuiciar"	"negativo"	"bing"	NA
"enloquecer"	"negativo"	"bing"	NA
"enloquecido"	"negativo"	"bing"	NA
"enojado"	"negativo"	"bing"	NA
"enredado"	"negativo"	"bing"	NA
"enredo"	"negativo"	"bing"	NA
"enriquecer"	"positivo"	"bing"	NA
"entretener"	"positivo"	"bing"	NA
"entretenido"	"positivo"	"bing"	NA
"entrometer"	"negativo"	"bing"	NA
"entrometerse"	"negativo"	"bing"	NA
"entumecido"	"negativo"	"bing"	NA
"entusiasmo"	"positivo"	"bing"	NA
"entusiasta"	"positivo"	"bing"	NA
"envenenar"	"negativo"	"bing"	NA
"envidioso"	"negativo"	"bing"	NA
"epidemia"	"negativo"	"bing"	NA
"equilibrado"	"positivo"	"bing"	NA
"equilibrio"	"positivo"	"bing"	NA
"equitativo"	"positivo"	"bing"	NA
"equivocado"	"negativo"	"bing"	NA
"equívoco"	"negativo"	"bing"	NA
"erosión"	"negativo"	"bing"	NA
"erosionar"	"negativo"	"bing"	NA
"errante"	"negativo"	"bing"	NA
"errar"	"negativo"	"bing"	NA
"errático"	"negativo"	"bing"	NA
"erróneamente"	"negativo"	"bing"	NA
"erróneo"	"negativo"	"bing"	NA
"error"	"negativo"	"bing"	NA
"erudito"	"positivo"	"bing"	NA
